subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,tenure_days
S-4920e0,A-52dd88,2023-12-05,,Basic,23,437,5244,False,False,False,False,annual,True,393
S-3781d0,A-5a215a,2024-05-10,2024-12-06,Enterprise,87,17313,207756,False,False,False,True,annual,True,210
S-fec1cd,A-186a44,2024-12-04,,Enterprise,20,3980,47760,False,True,False,False,monthly,False,28
S-75cba6,A-5a215a,2024-09-18,,Enterprise,87,17313,207756,False,False,False,False,monthly,True,105
S-f5ce8e,A-8b25f2,2024-12-15,,Enterprise,13,2587,31044,False,False,False,False,monthly,True,17
S-444c6a,A-95b24a,2023-10-07,,Basic,38,722,8664,False,False,False,False,annual,False,452
S-1a2f35,A-832ec2,2024-04-07,,Basic,12,228,2736,False,False,False,False,monthly,False,269
S-9d8525,A-cab532,2023-04-21,,Enterprise,11,2189,26268,False,False,False,False,monthly,False,621
S-9b8421,A-6a4e2d,2023-05-29,2024-07-19,Pro,56,0,0,True,False,False,True,annual,False,417
S-704cf3,A-5a215a,2024-11-24,,Basic,87,1653,19836,False,False,False,False,monthly,True,38
S-d31de5,A-f45426,2024-11-22,,Pro,17,833,9996,False,False,True,False,monthly,True,40
S-383fc5,A-474ad4,2024-07-03,,Enterprise,8,0,0,True,False,False,False,monthly,True,182
S-ce0d60,A-712426,2024-11-17,,Pro,14,686,8232,False,False,False,False,annual,True,45
S-5e8d9f,A-df10db,2024-05-30,,Enterprise,33,6567,78804,False,False,False,False,annual,True,216
S-5bbfe3,A-1ac5e0,2024-11-29,,Basic,33,627,7524,False,False,False,False,monthly,True,33
S-c935b8,A-684255,2024-04-14,,Basic,32,608,7296,False,False,False,False,annual,True,262
S-e4b79e,A-2e3bad,2024-01-06,,Pro,61,2989,35868,False,False,False,False,annual,False,361
S-76767f,A-068fc6,2023-10-28,,Pro,35,1715,20580,False,False,False,False,monthly,True,431
S-e07b30,A-029f69,2024-11-13,,Pro,3,147,1764,False,True,False,False,annual,True,49
S-da78bb,A-712426,2024-11-17,,Basic,9,171,2052,False,False,False,False,monthly,True,45
S-1862f2,A-098560,2024-07-29,2024-10-21,Basic,29,551,6612,False,False,False,True,annual,True,84
S-f9cb2b,A-6965e1,2024-12-18,,Enterprise,34,6766,81192,False,False,False,False,annual,False,14
S-02a3aa,A-e2cd1b,2024-06-24,,Basic,15,0,0,True,False,False,False,annual,True,191
S-ce61e0,A-f3ff05,2024-08-02,2024-09-01,Basic,2,38,456,False,True,False,True,monthly,True,30
S-e98bfd,A-8adedc,2024-05-18,,Basic,4,76,912,False,False,False,False,annual,True,228
S-1b524a,A-4a4c2d,2023-08-11,,Basic,54,1026,12312,False,False,True,False,annual,True,509
S-bc2633,A-ba6516,2024-11-03,,Pro,27,1323,15876,False,False,False,False,monthly,True,59
S-1d69ca,A-cea1f0,2024-06-24,,Basic,30,570,6840,False,False,False,False,monthly,False,191
S-dcf449,A-adc1f3,2024-11-20,,Enterprise,50,9950,119400,False,False,False,False,annual,True,42
S-67965d,A-bc87bc,2024-12-07,,Pro,3,147,1764,False,False,False,False,annual,True,25
S-c86cb0,A-4ae22a,2024-10-17,,Enterprise,6,1194,14328,False,False,False,False,monthly,True,76
S-9c4090,A-6f50ae,2024-05-01,,Basic,19,361,4332,False,False,False,False,annual,False,245
S-162441,A-249769,2024-09-06,,Enterprise,4,796,9552,False,False,False,False,monthly,True,117
S-a63da6,A-157070,2024-09-10,,Pro,30,1470,17640,False,False,False,False,monthly,False,113
S-4b5470,A-b78bf8,2024-11-17,,Enterprise,33,6567,78804,False,False,False,False,monthly,True,45
S-fd2307,A-bbe56f,2023-08-29,,Enterprise,21,4179,50148,False,False,False,False,annual,True,491
S-78f738,A-c70870,2024-12-29,,Enterprise,170,33830,405960,False,False,True,False,monthly,True,3
S-81d174,A-271f46,2024-05-02,,Enterprise,38,7562,90744,False,False,False,False,annual,True,244
S-cfd4a3,A-8bde0c,2024-12-23,,Pro,93,4557,54684,False,False,False,False,annual,True,9
S-86673a,A-ced9aa,2024-11-08,,Basic,22,418,5016,False,False,False,False,monthly,True,54
S-df262a,A-43a9e3,2023-11-06,,Enterprise,28,5572,66864,False,True,False,False,monthly,True,422
S-58d2c8,A-a6d261,2024-11-19,,Basic,13,247,2964,False,True,False,False,annual,True,43
S-02949d,A-bd4708,2024-12-02,,Pro,37,1813,21756,False,False,False,False,annual,True,30
S-d5c6cc,A-34ea2f,2024-10-10,,Pro,83,4067,48804,False,False,False,False,annual,True,83
S-35c7c8,A-f51f16,2024-02-23,,Basic,4,76,912,False,False,False,False,monthly,True,313
S-f9ec8f,A-30b4ca,2024-10-03,,Basic,86,1634,19608,False,False,False,False,annual,True,90
S-5da1b8,A-684255,2024-06-28,2024-08-01,Pro,20,980,11760,False,False,False,True,annual,False,34
S-0e9f1e,A-7c83a1,2024-11-24,,Basic,12,228,2736,False,False,False,False,monthly,True,38
S-8d516f,A-d535f6,2024-09-29,,Enterprise,12,2388,28656,False,False,False,False,monthly,True,94
S-34a131,A-2e4581,2024-11-29,,Enterprise,9,1791,21492,False,False,False,False,annual,False,33
S-ee4c5c,A-5b1bcd,2023-10-28,,Enterprise,73,14527,174324,False,False,False,False,annual,True,431
S-9781fe,A-40de06,2023-09-21,2024-12-23,Pro,28,1372,16464,False,False,False,True,annual,True,459
S-527d18,A-5b1bcd,2023-10-15,,Enterprise,73,14527,174324,False,False,False,False,monthly,True,444
S-060019,A-d535f6,2024-10-18,,Basic,19,0,0,True,False,True,False,annual,True,75
S-bc2ca5,A-7988d1,2024-04-29,,Basic,33,627,7524,False,False,False,False,monthly,True,247
S-abdeb7,A-40de06,2024-06-02,,Enterprise,28,0,0,True,False,False,False,annual,True,213
S-d55d8a,A-dec005,2024-08-28,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,126
S-99aaa4,A-f6b2fb,2024-08-14,,Basic,23,437,5244,False,True,False,False,annual,True,140
S-cb117a,A-671f31,2024-12-07,,Enterprise,59,11741,140892,False,False,False,False,annual,True,25
S-e5fdf9,A-9208f0,2024-08-09,,Basic,17,0,0,True,False,False,False,annual,True,145
S-455183,A-22d9d2,2024-06-05,,Pro,8,392,4704,False,False,False,False,monthly,True,210
S-57bdc2,A-c70870,2024-11-14,,Pro,31,0,0,True,False,False,False,monthly,True,48
S-96b8d5,A-659280,2024-02-15,,Basic,20,380,4560,False,False,False,False,annual,False,321
S-bc7cab,A-cc8c8f,2024-12-19,,Basic,48,0,0,True,False,True,False,annual,True,13
S-751802,A-592832,2024-11-03,,Basic,18,342,4104,False,False,False,False,monthly,True,59
S-2e2d6c,A-f6b2fb,2024-08-01,,Enterprise,24,4776,57312,False,False,False,False,monthly,True,153
S-90a2c8,A-44dc83,2024-06-17,,Basic,24,456,5472,False,False,False,False,annual,True,198
S-08fc73,A-7df7a7,2024-05-07,,Enterprise,7,1393,16716,False,False,False,False,annual,True,239
S-89e27e,A-94f8c9,2024-12-23,,Basic,13,247,2964,False,False,True,False,monthly,True,9
S-e4df5d,A-65c341,2024-02-15,,Pro,17,833,9996,False,False,False,False,annual,True,321
S-73d0eb,A-592832,2024-10-09,,Basic,60,1140,13680,False,False,False,False,monthly,True,84
S-cb38be,A-f92792,2024-09-05,,Basic,2,38,456,False,False,True,False,annual,True,118
S-415065,A-9174e0,2024-12-24,,Enterprise,37,7363,88356,False,False,False,False,monthly,True,8
S-0e1d53,A-016043,2024-08-02,,Basic,6,114,1368,False,False,False,False,annual,False,152
S-20a297,A-34ea2f,2024-09-05,,Basic,8,152,1824,False,False,False,False,monthly,True,118
S-bf424e,A-8b0451,2024-12-22,,Enterprise,41,8159,97908,False,False,False,False,annual,True,10
S-0b80b4,A-659280,2024-02-08,,Pro,47,2303,27636,False,True,False,False,annual,True,328
S-c5cfb0,A-8b0451,2024-10-05,,Basic,41,0,0,True,False,False,False,monthly,False,88
S-f4a4c8,A-c37cab,2024-10-05,2024-12-13,Enterprise,98,19502,234024,False,True,False,True,monthly,True,69
S-16a545,A-592832,2024-09-30,,Basic,35,665,7980,False,False,False,False,annual,True,93
S-f95951,A-02fac6,2024-09-10,,Pro,22,1078,12936,False,False,False,False,monthly,True,113
S-1e349b,A-2e4581,2024-11-13,,Basic,102,1938,23256,False,False,False,False,monthly,True,49
S-d660d6,A-cab532,2024-05-01,,Basic,33,627,7524,False,False,True,False,annual,True,245
S-1bb4f4,A-6843f2,2024-12-19,,Basic,21,399,4788,False,False,False,False,annual,True,13
S-c43200,A-94c3cd,2024-12-15,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,17
S-1da72c,A-4bfa33,2024-12-12,,Basic,20,380,4560,False,False,False,False,monthly,True,20
S-9e15d0,A-02fac6,2024-01-19,,Pro,22,1078,12936,False,False,False,False,monthly,True,348
S-9e7060,A-c62e55,2024-01-15,,Basic,10,190,2280,False,False,False,False,annual,False,352
S-15a8c0,A-700ade,2024-12-29,,Basic,50,950,11400,False,False,False,False,monthly,False,3
S-27ab7f,A-dcc2f0,2023-12-23,,Basic,25,475,5700,False,False,False,False,annual,True,375
S-bedd26,A-20736a,2024-09-03,,Enterprise,50,9950,119400,False,False,False,False,monthly,True,120
S-1319ac,A-e3bd71,2024-06-02,,Basic,91,1729,20748,False,False,False,False,annual,True,213
S-abd9be,A-2b9d3e,2024-03-23,,Pro,18,882,10584,False,True,False,False,monthly,True,284
S-56ed05,A-bbc346,2024-12-24,,Pro,19,0,0,True,False,True,False,annual,True,8
S-d20d7c,A-970c97,2024-07-14,,Enterprise,28,5572,66864,False,False,False,False,monthly,False,171
S-da4a98,A-d4e0d4,2024-10-18,,Basic,117,2223,26676,False,False,False,False,monthly,True,75
S-4a90fd,A-d27f50,2024-08-26,,Pro,44,2156,25872,False,False,False,False,annual,False,128
S-cd4d67,A-40de06,2024-09-08,,Basic,28,532,6384,False,True,False,False,monthly,True,115
S-d6cffe,A-e7a1e2,2024-10-10,,Enterprise,6,0,0,True,False,False,False,annual,True,83
S-53bced,A-a1bbb6,2023-07-06,2023-11-13,Pro,5,245,2940,False,False,False,True,monthly,False,130
S-772ef0,A-c7ffc2,2024-02-25,,Pro,30,1470,17640,False,False,False,False,annual,True,311
S-f4059b,A-c70870,2024-12-15,,Pro,43,0,0,True,True,False,False,annual,True,17
S-71827b,A-65c341,2024-11-15,2024-11-23,Pro,39,1911,22932,False,False,False,True,monthly,True,8
S-063586,A-13466a,2024-05-23,2024-09-27,Enterprise,22,4378,52536,False,False,False,True,annual,True,127
S-478ae9,A-e4bf56,2024-11-26,,Pro,35,1715,20580,False,False,True,False,monthly,False,36
S-018501,A-a865bd,2024-09-19,,Pro,56,2744,32928,False,False,False,False,monthly,False,104
S-7536e5,A-3f9cc0,2024-06-25,,Basic,22,418,5016,False,False,False,False,annual,True,190
S-c80ac4,A-43a9e3,2023-11-29,,Basic,18,342,4104,False,False,False,False,annual,True,399
S-9f4914,A-417d2f,2024-10-31,,Basic,37,703,8436,False,False,False,False,monthly,True,62
S-67c2c9,A-396e5f,2024-11-15,,Pro,7,343,4116,False,False,False,False,monthly,True,47
S-5eeb46,A-37f969,2024-06-05,,Basic,30,570,6840,False,False,False,False,annual,True,210
S-e71f4a,A-5a184f,2024-01-20,,Basic,7,133,1596,False,False,False,False,monthly,True,347
S-812c7c,A-f5641b,2024-06-08,,Basic,31,0,0,True,False,False,False,monthly,False,207
S-18356d,A-779e4e,2023-01-28,,Enterprise,18,3582,42984,False,True,False,False,annual,True,704
S-23a6c5,A-dfbd31,2023-12-31,,Enterprise,24,0,0,True,False,False,False,monthly,True,367
S-934bd4,A-ccc747,2024-11-04,,Basic,16,304,3648,False,False,False,False,annual,True,58
S-695606,A-0f3e88,2023-12-31,,Basic,16,304,3648,False,False,False,False,monthly,True,367
S-c59d50,A-7a0d69,2024-07-21,,Basic,40,0,0,True,False,False,False,monthly,False,164
S-009027,A-1b7577,2024-10-28,,Enterprise,9,1791,21492,False,False,False,False,annual,True,65
S-f6f97e,A-02cd81,2024-06-29,2024-08-03,Pro,44,2156,25872,False,False,False,True,annual,True,35
S-8b3e35,A-e693b6,2024-07-19,,Enterprise,55,0,0,True,False,False,False,annual,True,166
S-d1201a,A-b2af2e,2024-08-27,,Pro,18,882,10584,False,False,False,False,monthly,False,127
S-c7c366,A-9208f0,2023-07-11,,Enterprise,38,0,0,True,False,False,False,monthly,True,540
S-c1d6cf,A-dcc2f0,2024-01-15,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,352
S-ba672b,A-1b9609,2024-05-01,,Pro,4,196,2352,False,False,False,False,annual,False,245
S-1f149a,A-5a3eb9,2024-08-18,,Pro,21,1029,12348,False,False,False,False,annual,True,136
S-e14e00,A-a7bd4b,2023-10-05,,Pro,6,294,3528,False,False,False,False,monthly,True,454
S-7b3464,A-c16101,2024-09-17,,Enterprise,7,1393,16716,False,False,True,False,annual,False,106
S-ea3c2c,A-d792a6,2023-05-31,,Enterprise,9,1791,21492,False,False,False,False,monthly,True,581
S-d90f5e,A-bd4513,2024-12-15,2024-12-22,Basic,50,950,11400,False,False,False,True,annual,True,7
S-9cca23,A-3a5ad8,2024-12-20,,Enterprise,9,1791,21492,False,False,False,False,monthly,True,12
S-b7d291,A-f6b2fb,2024-10-17,2024-12-17,Pro,23,1127,13524,False,False,False,True,annual,True,61
S-ae1278,A-2ebb4b,2024-07-02,2024-08-13,Pro,41,2009,24108,False,False,False,True,monthly,True,42
S-a5d949,A-e19ff6,2024-08-11,,Enterprise,2,0,0,True,False,False,False,annual,False,143
S-cfa635,A-503d5a,2024-03-07,,Basic,50,950,11400,False,False,False,False,monthly,True,300
S-001561,A-1b7577,2024-12-12,,Enterprise,6,1194,14328,False,False,False,False,annual,True,20
S-c5e371,A-956988,2024-12-15,,Pro,41,2009,24108,False,False,False,False,monthly,True,17
S-539566,A-4e960a,2024-03-11,,Basic,12,228,2736,False,False,False,False,monthly,True,296
S-36b46e,A-202b67,2024-03-27,,Pro,11,539,6468,False,False,False,False,monthly,True,280
S-b94bce,A-f51f16,2024-04-06,,Enterprise,2,0,0,True,False,False,False,monthly,True,270
S-f8357e,A-f17767,2023-11-01,,Basic,2,38,456,False,False,False,False,monthly,True,427
S-1bdc35,A-bcf87c,2024-10-28,,Basic,10,190,2280,False,False,False,False,monthly,True,65
S-56c529,A-856b1e,2023-12-17,,Pro,30,1470,17640,False,False,False,False,monthly,True,381
S-cdfe99,A-296d7c,2024-11-26,,Pro,6,294,3528,False,False,False,False,annual,True,36
S-e11518,A-3ce5b8,2023-12-15,,Pro,189,9261,111132,False,False,False,False,annual,True,383
S-82a7dd,A-309e54,2024-12-20,,Basic,15,285,3420,False,False,False,False,monthly,True,12
S-f110db,A-86902e,2024-06-22,,Enterprise,34,6766,81192,False,False,False,False,monthly,True,193
S-651c01,A-bd4708,2024-08-28,,Basic,37,0,0,True,False,False,False,annual,True,126
S-531970,A-ff3c73,2024-09-17,,Basic,45,855,10260,False,False,False,False,annual,False,106
S-93ce26,A-726cfa,2023-12-03,2024-07-27,Enterprise,11,0,0,True,False,False,True,monthly,True,237
S-b520e9,A-427b69,2024-09-15,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,108
S-ade2d5,A-bcbe98,2024-09-22,,Enterprise,46,0,0,True,False,False,False,monthly,False,101
S-767957,A-751c58,2024-08-28,,Enterprise,15,0,0,True,True,False,False,annual,True,126
S-2c80ba,A-4ae22a,2024-11-26,,Basic,6,114,1368,False,False,False,False,annual,True,36
S-cd0f21,A-b78bf8,2024-12-08,,Enterprise,49,9751,117012,False,True,True,False,annual,True,24
S-18f498,A-684255,2024-10-29,,Basic,28,532,6384,False,False,False,False,monthly,False,64
S-d61475,A-89ee83,2024-12-20,,Basic,3,57,684,False,True,False,False,monthly,True,12
S-66ffe0,A-625d0b,2024-11-21,,Pro,38,1862,22344,False,False,False,False,monthly,True,41
S-fd790e,A-7920cc,2023-11-30,,Basic,39,0,0,True,False,False,False,annual,True,398
S-d1a6c6,A-443b7c,2024-12-26,2024-12-29,Basic,17,323,3876,False,False,False,True,monthly,False,3
S-6c1ca5,A-977ca0,2024-01-07,2024-06-06,Basic,6,114,1368,False,False,False,True,monthly,True,151
S-ea71b5,A-bad8c1,2023-12-12,,Enterprise,10,0,0,True,True,False,False,annual,True,386
S-61c27e,A-158f4e,2023-06-02,,Basic,61,1159,13908,False,False,False,False,monthly,True,579
S-a7d34e,A-a7bd4b,2024-05-31,,Pro,51,2499,29988,False,False,False,False,annual,True,215
S-0eba5a,A-fb186e,2024-12-22,,Enterprise,29,5771,69252,False,False,False,False,monthly,True,10
S-1d661c,A-9c18c4,2023-11-30,,Enterprise,12,2388,28656,False,True,False,False,annual,True,398
S-6a56f1,A-684255,2024-10-17,,Pro,12,588,7056,False,False,False,False,annual,False,76
S-ff4a47,A-f03140,2024-10-04,,Enterprise,27,5373,64476,False,True,False,False,monthly,True,89
S-9e74ba,A-b48f73,2024-12-06,,Enterprise,80,0,0,True,False,False,False,annual,True,26
S-d53c0a,A-8e47ca,2024-03-28,,Enterprise,19,3781,45372,False,True,False,False,annual,False,279
S-22cbb3,A-92a3af,2024-10-30,,Pro,77,3773,45276,False,False,True,False,monthly,False,63
S-5313fa,A-e40f45,2024-05-17,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,229
S-d8fa45,A-5a215a,2024-10-18,,Basic,87,1653,19836,False,False,False,False,monthly,True,75
S-24d19a,A-34ea2f,2024-09-10,,Pro,8,392,4704,False,False,False,False,annual,False,113
S-c87391,A-fe79a5,2024-12-08,,Pro,9,0,0,True,False,False,False,monthly,True,24
S-a9952f,A-0aaf6e,2024-08-18,,Pro,11,0,0,True,False,False,False,monthly,True,136
S-3867d6,A-e60f9d,2024-12-23,,Pro,29,0,0,True,False,False,False,annual,True,9
S-60cb51,A-4c38bc,2024-04-21,2024-10-25,Basic,36,684,8208,False,False,False,True,monthly,False,187
S-8ba974,A-cc98bc,2024-07-03,2024-08-23,Pro,32,1568,18816,False,False,False,True,annual,True,51
S-f7e37f,A-794a0b,2023-08-07,,Pro,23,0,0,True,False,False,False,annual,True,513
S-ff1b11,A-dcc2f0,2024-11-30,,Basic,32,608,7296,False,False,False,False,annual,False,32
S-f6e116,A-4d1e75,2024-10-31,,Pro,20,980,11760,False,False,True,False,monthly,True,62
S-ed7a72,A-533452,2024-11-21,,Pro,25,1225,14700,False,False,False,False,monthly,True,41
S-27e42e,A-600734,2024-03-02,,Pro,29,1421,17052,False,False,False,False,monthly,True,305
S-bd3e24,A-ffc04f,2024-12-21,2024-12-21,Pro,13,637,7644,False,False,False,True,annual,True,0
S-9e64bd,A-c7e58b,2024-09-07,,Pro,16,0,0,True,False,False,False,monthly,True,116
S-ad5d94,A-35083d,2023-11-30,,Basic,19,0,0,True,False,False,False,annual,False,398
S-44483e,A-bbc346,2024-09-30,2024-10-22,Enterprise,19,0,0,True,False,True,True,monthly,True,22
S-b75a31,A-a8b49c,2023-11-10,,Pro,7,343,4116,False,False,False,False,annual,True,418
S-731ee3,A-9077b0,2024-11-09,2024-12-07,Enterprise,14,2786,33432,False,False,False,True,annual,True,28
S-0c91c4,A-2789e3,2024-10-11,,Enterprise,11,2189,26268,False,False,True,False,annual,True,82
S-148506,A-3a5ad8,2024-01-01,,Basic,9,171,2052,False,False,False,False,annual,True,366
S-23d802,A-ad64c6,2024-07-24,,Basic,54,0,0,True,False,False,False,monthly,True,161
S-3e3033,A-e60f9d,2024-12-11,,Pro,31,0,0,True,False,False,False,annual,True,21
S-d5ac8c,A-ef84cf,2024-05-22,,Enterprise,34,6766,81192,False,False,False,False,annual,True,224
S-ad31b0,A-5b051a,2024-12-29,,Pro,22,1078,12936,False,False,False,False,monthly,True,3
S-a61006,A-8bde0c,2024-12-24,,Enterprise,12,2388,28656,False,True,False,False,monthly,True,8
S-467d4a,A-1b7577,2024-11-14,,Pro,9,441,5292,False,False,False,False,annual,True,48
S-e1dc0b,A-e5d6ab,2023-09-16,,Pro,17,0,0,True,False,False,False,monthly,True,473
S-4b7873,A-0651a4,2024-11-25,,Basic,16,304,3648,False,False,False,False,annual,True,37
S-9f57f5,A-96e141,2024-05-04,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,242
S-a82473,A-fda07f,2024-09-12,,Enterprise,16,3184,38208,False,False,False,False,annual,True,111
S-15582c,A-600734,2024-09-05,,Basic,29,551,6612,False,False,False,False,monthly,True,118
S-caca4f,A-e83938,2024-12-06,,Basic,54,1026,12312,False,False,False,False,annual,False,26
S-4911f9,A-bb2f49,2024-12-07,,Basic,8,152,1824,False,False,False,False,annual,True,25
S-f7f6d7,A-425e76,2024-05-07,,Basic,14,266,3192,False,False,False,False,monthly,True,239
S-1a0f22,A-d26ab4,2024-12-20,,Enterprise,18,3582,42984,False,False,False,False,monthly,True,12
S-3037ab,A-b9eed8,2024-08-27,,Basic,17,323,3876,False,False,True,False,annual,True,127
S-722103,A-a09355,2024-10-27,,Enterprise,14,0,0,True,False,False,False,monthly,True,66
S-ca1cb9,A-5a215a,2024-09-16,2024-11-13,Enterprise,87,17313,207756,False,False,False,True,annual,False,58
S-00f31d,A-410e86,2024-12-02,,Pro,24,1176,14112,False,False,False,False,annual,False,30
S-3236ee,A-0b0d6d,2024-12-31,,Basic,13,247,2964,False,False,False,False,monthly,True,1
S-5cb87c,A-e89151,2024-04-20,,Pro,24,1176,14112,False,False,False,False,monthly,True,256
S-3baf90,A-5a3eb9,2024-06-19,,Basic,40,760,9120,False,False,False,False,annual,False,196
S-3110d9,A-692f18,2024-08-20,,Enterprise,17,3383,40596,False,False,True,False,annual,False,134
S-a0a5e3,A-6a7c9d,2024-11-29,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,33
S-fc2bf2,A-f3ff05,2024-08-01,,Basic,28,532,6384,False,False,False,False,monthly,True,153
S-9c67ab,A-c62e55,2024-04-04,,Basic,8,152,1824,False,True,False,False,annual,True,272
S-f22b7f,A-b44e3e,2024-12-27,2024-12-27,Enterprise,40,7960,95520,False,False,False,True,annual,True,0
S-71d31c,A-bd4708,2024-12-16,,Basic,37,0,0,True,False,False,False,annual,False,16
S-64d8c9,A-34ea2f,2024-11-30,,Basic,41,779,9348,False,True,False,False,monthly,True,32
S-f4335b,A-075038,2024-08-19,,Enterprise,17,3383,40596,False,False,False,False,annual,False,135
S-1ad9cb,A-4d1e75,2024-10-10,,Pro,20,980,11760,False,False,False,False,monthly,True,83
S-866608,A-88c6ca,2024-12-23,,Pro,23,1127,13524,False,False,False,False,annual,True,9
S-fccc09,A-1f0ac7,2024-12-20,,Pro,24,1176,14112,False,True,False,False,monthly,True,12
S-19858e,A-92a3af,2024-09-17,,Pro,30,1470,17640,False,False,True,False,annual,True,106
S-db0f41,A-afa505,2024-07-26,,Enterprise,70,13930,167160,False,False,False,False,monthly,False,159
S-897d69,A-0a282f,2024-12-20,,Pro,55,2695,32340,False,False,False,False,monthly,True,12
S-b57dcd,A-e5d6ab,2023-05-11,,Basic,5,95,1140,False,False,False,False,annual,True,601
S-6d3477,A-cd458b,2024-10-25,,Enterprise,47,9353,112236,False,False,False,False,annual,True,68
S-6c3700,A-9779ad,2024-06-24,,Enterprise,40,7960,95520,False,False,False,False,annual,True,191
S-50334b,A-f17767,2024-08-21,,Pro,12,588,7056,False,False,False,False,monthly,True,133
S-9f9dfe,A-c62e55,2024-11-28,,Pro,30,1470,17640,False,False,False,False,monthly,True,34
S-fa2170,A-ad3abd,2024-10-14,,Pro,44,2156,25872,False,False,False,False,monthly,True,79
S-f50851,A-c58f49,2024-11-07,,Enterprise,70,13930,167160,False,False,False,False,monthly,True,55
S-89e98a,A-c222ab,2024-12-27,,Pro,32,1568,18816,False,False,False,False,monthly,True,5
S-51dd23,A-7c6b6b,2024-12-14,,Basic,6,114,1368,False,False,False,False,monthly,True,18
S-532e80,A-993085,2023-09-30,,Enterprise,31,6169,74028,False,False,False,False,annual,False,459
S-1682d4,A-c16b88,2024-12-26,,Enterprise,23,4577,54924,False,False,False,False,annual,False,6
S-dcbf45,A-0f3e88,2024-01-01,,Pro,22,1078,12936,False,True,False,False,monthly,True,366
S-7151d9,A-eb7c38,2024-04-12,,Basic,102,1938,23256,False,True,False,False,annual,True,264
S-523cce,A-1b9609,2024-08-28,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,126
S-c069ab,A-956988,2024-12-05,,Enterprise,55,10945,131340,False,False,False,False,annual,True,27
S-d66d63,A-6c093d,2023-08-25,,Pro,13,637,7644,False,False,False,False,annual,True,495
S-6f75be,A-65a46c,2024-03-05,,Enterprise,78,15522,186264,False,False,False,False,monthly,True,302
S-ea3d54,A-439b2f,2024-05-30,,Enterprise,1,199,2388,False,False,False,False,monthly,False,216
S-dc6a2a,A-309e54,2024-12-21,,Pro,15,0,0,True,False,False,False,monthly,True,11
S-e21910,A-50f3f7,2024-02-02,,Basic,31,589,7068,False,False,False,False,monthly,True,334
S-6cfb27,A-a8d89d,2024-09-29,,Basic,13,247,2964,False,False,False,False,monthly,True,94
S-37a280,A-40906c,2024-05-28,,Basic,92,0,0,True,False,False,False,monthly,True,218
S-81caea,A-3932db,2024-02-15,,Basic,19,361,4332,False,True,True,False,monthly,True,321
S-af430c,A-1b7577,2024-12-29,,Pro,11,539,6468,False,False,False,False,monthly,True,3
S-e2c20a,A-3be56b,2023-12-16,,Pro,62,3038,36456,False,False,False,False,monthly,True,382
S-cbfd83,A-fa2041,2024-06-16,,Pro,52,2548,30576,False,False,False,False,monthly,True,199
S-864157,A-039727,2024-12-15,,Pro,25,1225,14700,False,False,False,False,annual,True,17
S-d9d6ac,A-054577,2024-07-17,,Enterprise,3,597,7164,False,False,True,False,annual,True,168
S-67da25,A-5a92e7,2024-07-22,,Basic,7,133,1596,False,False,False,False,annual,True,163
S-80016a,A-1b9609,2024-01-11,,Enterprise,5,995,11940,False,False,False,False,monthly,True,356
S-817cf0,A-378b99,2024-10-14,,Pro,9,441,5292,False,False,False,False,annual,True,79
S-c9e261,A-dcc3f1,2024-10-29,,Enterprise,21,4179,50148,False,False,True,False,monthly,True,64
S-49b0da,A-fe79a5,2024-11-14,,Enterprise,9,1791,21492,False,False,False,False,annual,True,48
S-765100,A-b7ef83,2024-06-29,,Basic,43,817,9804,False,False,False,False,monthly,True,186
S-62fb8e,A-ef84cf,2024-03-12,,Enterprise,8,0,0,True,False,False,False,monthly,True,295
S-3e0382,A-425e76,2024-05-24,,Basic,27,513,6156,False,False,False,False,monthly,True,222
S-fc4ac6,A-ac14bb,2024-02-22,2024-06-13,Basic,21,399,4788,False,False,False,True,monthly,True,112
S-798707,A-6e7827,2023-08-02,,Pro,8,392,4704,False,True,False,False,annual,True,518
S-039a8e,A-331424,2024-02-16,2024-08-12,Basic,11,209,2508,False,False,False,True,annual,False,178
S-d9f518,A-09540c,2024-11-14,,Pro,67,3283,39396,False,False,False,False,annual,True,48
S-eb23dd,A-4ef964,2024-09-27,2024-10-29,Basic,38,722,8664,False,False,False,True,monthly,True,32
S-816354,A-186a44,2024-05-20,,Pro,20,0,0,True,False,False,False,monthly,True,226
S-4e4b10,A-4e631b,2024-08-22,,Basic,22,418,5016,False,False,False,False,monthly,False,132
S-2fd486,A-18793f,2024-12-29,,Pro,148,7252,87024,False,False,False,False,annual,True,3
S-70a8d6,A-bcbe98,2024-11-20,,Pro,46,2254,27048,False,True,False,False,annual,True,42
S-3bb8a2,A-659280,2024-04-28,,Enterprise,19,3781,45372,False,False,False,False,monthly,False,248
S-b0e621,A-ced9aa,2024-11-23,,Pro,3,147,1764,False,False,False,False,monthly,True,39
S-7018bf,A-625d0b,2024-10-17,,Pro,42,2058,24696,False,False,False,False,monthly,False,76
